ds,yhat,yhat_lower,yhat_upper
2024-06-30,7520.05774590082,6480.926165856,8655.906361365247
2024-07-31,7689.157716241688,6648.05534450627,8689.225810345984
2024-08-31,7858.257686582556,6743.712167598808,9048.421801404214
2024-09-30,8021.902819170493,6843.930311660464,9152.145178668003
2024-10-31,8191.002789511362,7071.827770830476,9305.65064492913
2024-11-30,8354.647922099297,7277.965417808251,9474.01859016328
