ds,yhat,yhat_lower,yhat_upper
2024-07-01,7525.512583653752,6426.286363590226,8715.855761221272
2024-08-01,7694.612553994619,6573.894028092804,8819.110615917314
2024-09-01,7863.712524335488,6773.990024102525,9051.94241151096
