ds,yhat,yhat_lower,yhat_upper
2024-06-30,7520.05774590082,6449.061182026758,8694.535853801335
2024-07-31,7689.157716241688,6551.805529839215,8832.923478002205
2024-08-31,7858.257686582556,6846.5477936924335,8987.914602533265
2024-09-30,8021.902819170493,6947.906418593628,9097.081090940066
2024-10-31,8191.002789511362,7098.803211750708,9334.697584320233
2024-11-30,8354.647922099297,7302.582737737583,9451.466750875035
