ds,yhat,yhat_lower,yhat_upper
2024-07-01,7525.512583653752,6355.626052990864,8663.786125123697
2024-08-01,7694.612553994619,6592.6482568649935,8742.079028436665
2024-09-01,7863.712524335488,6804.799289632111,8995.611947569141
