ds,yhat,yhat_lower,yhat_upper
2024-07-01,7525.512583653752,6453.78385522161,8663.82948818646
2024-08-01,7694.612553994619,6573.839334777831,8884.093798031774
2024-09-01,7863.712524335488,6811.376231837056,9033.480413969986
2024-10-01,8027.357656923425,6897.2595576536105,9207.885652618344
2024-11-01,8196.457627264292,7084.769255724921,9273.97741390153
2024-12-01,8360.102759852229,7218.145765794518,9354.052494840287
