ds,yhat,yhat_lower,yhat_upper
2024-06-30,7520.05774590082,6803.989305454571,8177.592331476976
2024-07-31,7689.157716241688,6986.897029025595,8380.3690363019
2024-08-31,7858.257686582556,7153.943019606069,8563.419868069725
